       1419.81266879   0.0 -1 -1
      -712763.71       1101.0673      -5.5089290       4.0276088
      -712719.23       1063.5512       1.3692892       17.386164
      -712510.69       1040.1053       2.0385917       28.588437
      -714135.44       1109.9278       1.5664358       40.148046
      -717589.93       1274.4840      -0.39818531      45.248794
      -717093.91       1234.5034       0.24576567      51.997859
      -715137.94       1150.5718       1.1369076       59.824942
      -711626.40       1039.2124       2.0189021       67.938042
      -713713.90       1103.0292       1.5317335       75.764900
      -713468.68       1100.0405       1.5294476       87.830405
      -718283.97       1208.2145       0.92167536      99.677931
      -714463.61       1129.8061       1.3244824       113.75157
      -714246.30       1127.9929       1.3237379       127.96841
      -719575.07       1210.4945       1.0040421       139.09643
      -716725.93       1166.3375       1.1739753       143.76359
      -720860.34       1228.2945       0.94279742      152.88261
      -717513.23       1184.8780       1.0833994       162.79070
      -720446.95       1222.2807       0.96435106      171.47862
      -708562.33       1086.1156       1.3540914       177.79579
      -714527.84       1154.3824       1.1587661       186.33882
      -733784.41       1356.2695       0.62989429      192.87222
      -728415.44       1297.4803       0.79030096      199.76524
      -742326.39       1435.4063       0.44848844      206.87300
      -730651.27       1317.8783       0.74381512      218.64659
      -721338.84       1231.7830       0.94286693      229.98996
      -729962.03       1310.8328       0.76215348      239.54052      
      -722142.86       1239.3578       0.92436930      248.80166
      -731284.80       1318.4239       0.75417095      256.69886
      -714992.43       1186.8526       1.0195114       269.90851
      -732194.67       1315.3702       0.77951538      279.67211
      -725863.18       1273.9676       0.84654815      291.73107
      -753150.63       1459.4474       0.53139007      304.72579
      -729679.53       1302.0511       0.79516909      310.61224
      -749064.81       1424.5158       0.60181521      322.09817
      -750581.30       1437.2930       0.57676672      331.86102
      -739761.98       1371.8369       0.67577854      346.72250
      -726246.84       1296.5576       0.78045573      359.93095
       1784.0000       0.0 -1 -1
      -150546.67       1863.6792       0.62758869      23.667629
      -150666.22       1869.6732       0.59005993      42.000011574
       849840.04       1848.1431       0.81761341      51.519641
       847719.00       1935.2113      -0.075217949     56.831021
       850134.73       1848.6708       0.69881666      65.515134
       848683.70       1891.2946       0.38662113      74.632092
       850146.03       1851.1144       0.66240623      81.522271
       847647.24       1913.6822       0.27077467      86.403583
       849600.78       1869.7429       0.51756511      102.55508
       842292.25       2012.8695      -0.18345529      107.72364
       850929.32       1849.2816       0.59055354      115.54775
